expression,label,path
boring,2,2_boring/Training_99019653.jpg
boring,2,2_boring/Training_91993572.jpg
boring,2,2_boring/Training_46828462.jpg
boring,2,2_boring/Training_43788175.jpg
boring,2,2_boring/Training_55360798.jpg
boring,2,2_boring/Training_54039472.jpg
boring,2,2_boring/Training_69405202.jpg
boring,2,2_boring/Training_67425243.jpg
boring,2,2_boring/Training_89010458.jpg
boring,2,2_boring/Training_88580133.jpg
boring,2,2_boring/Training_56484170.jpg
boring,2,2_boring/Training_70291316.jpg
boring,2,2_boring/Training_69152211.jpg
boring,2,2_boring/Training_76382518.jpg
boring,2,2_boring/Training_81148659.jpg
boring,2,2_boring/Training_88192527.jpg
boring,2,2_boring/Training_55251887.jpg
boring,2,2_boring/Training_47787479.jpg
boring,2,2_boring/Training_52031742.jpg
boring,2,2_boring/Training_90191847.jpg
boring,2,2_boring/Training_56776111.jpg
boring,2,2_boring/Training_66691347.jpg
boring,2,2_boring/Training_63648491.jpg
boring,2,2_boring/Training_70100297.jpg
boring,2,2_boring/Training_99021192.jpg
boring,2,2_boring/Training_98826048.jpg
boring,2,2_boring/Training_58673947.jpg
boring,2,2_boring/Training_89648995.jpg
boring,2,2_boring/Training_93010346.jpg
boring,2,2_boring/Training_46950247.jpg
boring,2,2_boring/Training_59122313.jpg
boring,2,2_boring/Training_80153896.jpg
boring,2,2_boring/Training_74635591.jpg
boring,2,2_boring/Training_52294943.jpg
boring,2,2_boring/Training_61978309.jpg
boring,2,2_boring/Training_94367966.jpg
boring,2,2_boring/Training_71477858.jpg
boring,2,2_boring/Training_83289234.jpg
boring,2,2_boring/Training_73831601.jpg
boring,2,2_boring/Training_88332816.jpg
boring,2,2_boring/Training_95061282.jpg
boring,2,2_boring/Training_85243769.jpg
boring,2,2_boring/Training_72006241.jpg
boring,2,2_boring/Training_87170673.jpg
boring,2,2_boring/Training_93386110.jpg
boring,2,2_boring/Training_87946315.jpg
boring,2,2_boring/Training_60317756.jpg
boring,2,2_boring/Training_89307776.jpg
boring,2,2_boring/Training_58026256.jpg
boring,2,2_boring/Training_89722451.jpg
boring,2,2_boring/Training_86096569.jpg
boring,2,2_boring/Training_97354790.jpg
boring,2,2_boring/Training_49949258.jpg
boring,2,2_boring/Training_98951914.jpg
boring,2,2_boring/Training_83488177.jpg
boring,2,2_boring/Training_58848349.jpg
boring,2,2_boring/Training_79624198.jpg
boring,2,2_boring/Training_65213922.jpg
boring,2,2_boring/Training_44094885.jpg
boring,2,2_boring/Training_66315621.jpg
boring,2,2_boring/Training_83667367.jpg
boring,2,2_boring/Training_82208979.jpg
boring,2,2_boring/Training_85735968.jpg
boring,2,2_boring/Training_89796076.jpg
boring,2,2_boring/Training_45607317.jpg
boring,2,2_boring/Training_66430166.jpg
boring,2,2_boring/Training_87309793.jpg
boring,2,2_boring/Training_63603814.jpg
boring,2,2_boring/Training_45254179.jpg
boring,2,2_boring/Training_58564146.jpg
boring,2,2_boring/Training_91463922.jpg
boring,2,2_boring/Training_70599754.jpg
boring,2,2_boring/Training_58421170.jpg
boring,2,2_boring/Training_59154380.jpg
boring,2,2_boring/Training_83013788.jpg
boring,2,2_boring/Training_74603210.jpg
